Kraj,Trida,Sesk,Podsesk,Pol,Para,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2024 VKT
Moravskoslezský kraj,Kapitálové výdaje,61,611,6111,3326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28828.790000000008,0.0,163363.13
Moravskoslezský kraj,Kapitálové výdaje,61,611,6111,3522,10615854.57,0.0,0.0,156000.0,79048134.03,0.0,0.0,385990.0,7034061.24,0.0,0.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,611,6111,3533,13940665.55,313632.0,0.0,745824.39,0.0,0.0,0.0,2078978.32,15445029.9,0.0,0.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,611,6111,3599,0.0,638880.0,0.0,0.0,0.0,0.0,0.0,1623901.1,0.0,3247800.9,6500000.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,611,6111,3635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1252350.0,13567125.0,0.0,0.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,611,6111,3639,2157188.0,0.0,0.0,54027.0,382166.4,1160583.6,370560.0,651464.0,241395.0,360580.0,0.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,611,6111,5521,0.0,240790.0,435237.0,724906.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,611,6111,5599,677487.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,611,6111,6113,0.0,526350.0,236918.0,0.0,0.0,0.0,168190.0,0.0,0.0,0.0,0.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,611,6111,6172,9713671.74,2561185.36,4421129.58,22390424.59,22761941.62,1444673.45,4732633.37,2193047.56,6635720.46,2143804.82,36390000.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,611,6112,2143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,611,6119,2141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,611,6119,2143,0.0,584000.0,169400.0,0.0,0.0,100274.1,0.0,0.0,0.0,0.0,0.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,611,6119,2219,0.0,0.0,0.0,0.0,0.0,0.0,30663400.13,0.0,0.0,0.0,0.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,611,6119,2369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,611,6119,3114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255656.95,109567.26,0.0,0.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,611,6119,3122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,611,6119,3123,0.0,0.0,0.0,0.0,0.0,191438.94,0.0,0.0,0.0,0.0,0.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,611,6119,3127,0.0,0.0,0.0,0.0,0.0,0.0,273556.84,0.0,0.0,0.0,0.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,611,6119,3299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,611,6119,3313,0.0,0.0,0.0,0.0,1148290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,611,6119,3315,0.0,0.0,0.0,0.0,0.0,2316303.0,0.0,1393254.05,0.0,0.0,0.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,611,6119,3319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,611,6119,3322,0.0,0.0,0.0,0.0,2323200.0,0.0,58639.69,0.0,0.0,0.0,0.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,611,6119,3341,0.0,302500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,611,6119,3599,181500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,611,6119,3635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47469281.73,155730507.79,0.0,60000000.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,611,6119,3636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2420000.0,0.0,0.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,611,6119,3639,199650.0,0.0,0.0,193600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,611,6119,3799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,496100.0,0.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,611,6119,4357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31078.98,98967.08,0.0,0.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,611,6119,4379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,611,6119,5279,0.0,1691217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,611,6119,6172,65160.0,468937.0,65160.0,0.0,399300.0,0.0,0.0,0.0,241963.7,0.0,500000.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6121,2115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,409343.0,160212000.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6121,2212,963357980.68,3559528.22,217606963.71,736768167.58,636522904.15,241080329.57,197751054.66,401214323.19,378085748.75,55896319.649999976,411870000.0,144429039.42000002
Moravskoslezský kraj,Kapitálové výdaje,61,612,6121,2251,378197100.18,28653671.32,23947418.71,635231.85,22561652.86,4810682.25,0.0,33507980.66,13007245.57,293622156.3,6196000.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6121,3112,0.0,1159266.15,287738.0,11372407.3,0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6121,3113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15000000.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6121,3114,17319164.39,2711053.0,862103.14,96800.0,16223518.32,3672572.89,1185500.4,111086592.92,175587922.98,59781469.98,118584000.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6121,3121,243810993.47,12282610.62,24165407.94,16570910.75,55090737.64,53124016.47,56489114.15,32194125.85,162650679.43,47651282.75,133410000.0,892403.01
Moravskoslezský kraj,Kapitálové výdaje,61,612,6121,3122,150966620.68,8062297.23,12305786.22,104326848.44,92768830.67,34240162.92,1218215.42,13851539.0,532492.5,3523310.0,33836000.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6121,3123,153090996.27,17405639.08,7967075.09,1822978.99,21336810.22,97103972.01,0.0,0.0,0.0,0.0,0.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6121,3124,17052069.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10675000.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6121,3125,0.0,1734414.0,1004542.0,23659802.77,8732061.93,13734393.71,29866574.11,0.0,0.0,1212404.83,20770000.0,2440435.77
Moravskoslezský kraj,Kapitálové výdaje,61,612,6121,3126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150000.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6121,3127,0.0,0.0,0.0,0.0,0.0,0.0,94789792.38,13255968.24,133806224.5,131672627.94000001,433950000.0,17797875.64
Moravskoslezský kraj,Kapitálové výdaje,61,612,6121,3128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6121,3133,3246193.04,87120.0,270919.0,2420.0,13938915.99,6224382.96,0.0,5126329.37,0.0,0.0,47412000.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6121,3141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100430.0,150000.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6121,3146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8462000.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6121,3147,0.0,0.0,0.0,0.0,467181.0,914760.0,148709.0,18150.0,822800.0,0.0,0.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6121,3149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6121,3150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4269000.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6121,3231,7940990.31,75020.0,310679.6,0.0,24384067.48,319440.0,210540.0,19795896.8,26730086.31,96800.0,61293000.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6121,3299,0.0,0.0,0.0,0.0,297370.0,1335235.0,94921.48,1716860.39,2294039.0,909648.0,66450000.0,5069672.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6121,3311,32000.0,587850.0,1057642.85,261602.0,406906.6,18765611.27,0.0,109203.0,112076.0,1341999.87,122290000.0,6390475.52
Moravskoslezský kraj,Kapitálové výdaje,61,612,6121,3314,0.0,0.0,423500.0,114950.0,2665260.0,10181727.0,9498101.12,3428300.0,7986917.18,0.0,0.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6121,3315,2734180.0,1275116.0,249481.0,26145553.02,85509269.49,123485644.69,51988979.13,13590064.75,1155550.0,219010.0,99150000.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6121,3319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7911928.520000001,586842000.0,12754627.4
Moravskoslezský kraj,Kapitálové výdaje,61,612,6121,3322,0.0,0.0,0.0,9688398.2,30986056.48,34191725.72,2905630.35,239580.0,18154381.12,29556876.91,63373000.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6121,3326,42041460.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6121,3522,200025929.97,1794430.0,10571164.5,21167483.45,7649115.32,114013040.01,2388331.37,13113020.03,38359173.61,13889199.99,17308000.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6121,3526,0.0,0.0,0.0,710010.0,0.0,0.0,0.0,0.0,0.0,0.0,18000000.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6121,3533,111804.0,77440.0,435600.0,160000.0,19006951.19,108900.0,1333516.8,0.0,1206370.0,0.0,111812000.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6121,3599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102517.25,0.0,0.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6121,3636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6121,3639,10255875.44,10593382.69,11193486.62,12012973.35,13471760.51,18363797.2,32406189.63,15436653.51,3571022.11,8755128.07,49000000.0,6638602.38
Moravskoslezský kraj,Kapitálové výdaje,61,612,6121,3714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6121,3741,0.0,0.0,0.0,0.0,711480.0,0.0,625286.38,28084226.22,3988922.52,0.0,0.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6121,3745,106373.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6121,3749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6121,4312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6121,4319,31030739.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6121,4324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,509543.1,2022088.9,59500000.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6121,4332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6121,4339,0.0,5260000.0,766514.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6121,4350,30960108.53,41055772.51,21358545.44,9698688.3,15549189.88,11725632.74,1861310.0,162140.0,46894817.93,46506194.510000005,89288000.0,6564098.05
Moravskoslezský kraj,Kapitálové výdaje,61,612,6121,4354,9823582.45,97768.0,6302544.0,3204956.0,4940821.45,7858536.14,16855768.34,114950.0,2881000.0,6588989.32,91337000.0,10893394.36
Moravskoslezský kraj,Kapitálové výdaje,61,612,6121,4357,166156180.86,3764823.55,11837743.19,66854698.0,11120082.75,87871030.63,67131537.13,164149901.35,266738516.2,219202399.26000002,419023000.0,941669.01
Moravskoslezský kraj,Kapitálové výdaje,61,612,6121,4377,0.0,29040.0,174845.0,0.0,176262.98,13532755.79,20097109.83,6772179.63,0.0,0.0,0.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6121,5212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127050.0,273114.0,130000000.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6121,5521,480994095.6,8661794.36,56844252.86,95888775.59,23014871.44,3177489.62,348067.6,0.0,0.0,593968.87,1000000.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6121,6172,9682450.34,12397433.14,5992783.07,5435859.45,5142249.38,602643.88,2385793.59,18224523.43,2954813.76,7929973.14,14023000.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6122,2141,0.0,145380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,430000.0,0.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6122,2143,274113.4,1522366.6,0.0,0.0,4990350.97,771174.19,0.0,130251.66,0.0,0.0,0.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6122,2212,0.0,0.0,0.0,452289.23,0.0,0.0,0.0,0.0,48955.39,0.0,0.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6122,2241,0.0,227567.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6122,2251,39726315.5,0.0,0.0,162176.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6122,2299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,879641.67,0.0,0.0,0.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6122,3112,0.0,0.0,0.0,1138368.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6122,3114,0.0,0.0,0.0,0.0,3025000.0,48400.0,0.0,246910.18,1966809.48,2988179.14,2000000.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6122,3121,4295943.86,104994.6,153258.6,1748254.94,37204.05,1082858.54,838981.09,480792.26,1720722.67,75983.77,5000000.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6122,3122,4801609.32,0.0,119790.0,56574512.61,29098988.66,209828.33,7687989.1,9095735.15,9153953.92,0.0,0.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6122,3123,4496360.0,88010.08,734063.15,7844133.81,10066230.78,969131.37,0.0,0.0,0.0,0.0,0.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6122,3125,0.0,0.0,0.0,0.0,0.0,0.0,653672.4,0.0,0.0,0.0,1000000.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6122,3127,0.0,0.0,0.0,0.0,0.0,0.0,9065291.75,9039294.12,9126408.06,7214578.8,37000000.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6122,3133,0.0,0.0,0.0,0.0,0.0,391244.87,0.0,0.0,0.0,0.0,0.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6122,3141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114950.0,0.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6122,3146,459448.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6122,3231,6170817.2,0.0,0.0,0.0,934567.94,0.0,0.0,0.0,374403.04,0.0,0.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6122,3299,47107247.15,0.0,0.0,0.0,0.0,0.0,145631.97,203764.0,72600.0,0.0,8800000.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6122,3311,0.0,0.0,0.0,0.0,0.0,12005654.32,0.0,0.0,0.0,0.0,0.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6122,3315,0.0,0.0,0.0,42540.98,1780006.24,19595000.23,9960309.76,4437222.22,0.0,0.0,6000000.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6122,3319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6122,3322,0.0,0.0,0.0,2556710.64,17042084.23,1767947.14,3482946.15,0.0,0.0,1803960.78,16640000.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6122,3326,1608146.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1435991.6500000004,0.0,8137285.98
Moravskoslezský kraj,Kapitálové výdaje,61,612,6122,3522,254864624.41,193600.0,0.0,37600.0,0.0,25712.5,27458.46,0.0,7179712.82,597485.0,0.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6122,3533,3949804.52,0.0,0.0,17408112.7,0.0,0.0,0.0,9979591.69,16206339.25,0.0,0.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6122,3599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6500000.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6122,3636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6122,3639,1110547.19,877541.31,941553.38,1004092.65,1070038.49,1944169.8,1495531.37,1298472.39,225388.88,961950.0,0.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6122,4319,241637.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6122,4332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6122,4339,0.0,0.0,113027.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6122,4350,3696415.03,3531297.44,3626460.53,270857.2,0.0,1184009.09,0.0,0.0,0.0,0.0,5000000.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6122,4354,210065.0,0.0,0.0,0.0,0.0,0.0,307707.94,0.0,0.0,0.0,1200000.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6122,4357,10296982.1,616137.5,0.0,2404804.63,0.0,4201265.1,2215159.75,2335338.35,6654559.74,17264109.21,24626000.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6122,4377,0.0,0.0,0.0,0.0,0.0,0.0,157839.66,1043505.21,0.0,0.0,0.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6122,5212,7023463.0,10779890.0,6642784.77,745360.0,4882350.0,975308.0,8400612.39,1107801.0,6864366.3,1305369.78,2735000.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6122,5213,0.0,0.0,0.0,0.0,0.0,12153240.0,906196.83,0.0,0.0,0.0,0.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6122,5279,0.0,2384668.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6122,5311,0.0,518865.0,266236.3,674696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6122,5511,956698.6,5716222.0,13422530.0,2982906.5,11912630.28,0.0,1475809.17,4923490.0,0.0,0.0,0.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6122,5512,5875729.75,8699782.2,0.0,4384174.0,7215215.0,3801750.46,4882444.96,0.0,0.0,0.0,5245000.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6122,5521,28577712.26,1525142.86,5618920.04,18203072.78,6979960.05,136629.57,0.0,0.0,0.0,0.0,0.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6122,5599,7592434.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6122,6113,0.0,0.0,0.0,488593.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6122,6172,3043187.23,9155036.46,4477255.57,717390.28,4505689.13,852000.0,473463.32,5495154.23,1009878.21,3898721.53,1900000.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6123,2143,0.0,0.0,0.0,3661740.05,2034463.75,0.0,1888900.0,3415280.0,0.0,0.0,0.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6123,3122,0.0,0.0,0.0,1989657.0,1564530.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6123,3299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6123,3311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6123,3533,75211071.1,0.0,0.0,0.0,0.0,0.0,0.0,181450.14,45571575.0,0.0,0.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6123,4350,0.0,1597645.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6123,4357,7534364.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6123,5212,3925542.0,0.0,0.0,0.0,0.0,7806447.68,0.0,0.0,0.0,0.0,0.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6123,5279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1081000.0,0.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6123,5311,0.0,0.0,0.0,0.0,2831022.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6123,5511,341606924.0,7533853.15,1680830.36,213643.0,3089130.0,10559177.45,5274700.97,0.0,0.0,0.0,0.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6123,5512,194147525.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6123,6113,863600.0,0.0,949850.0,992200.0,0.0,0.0,0.0,3753688.49,0.0,1183030.0,0.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6123,6172,4688700.0,2882124.89,3774068.0,879748.0,3262759.6,1293386.58,2161837.08,0.0,3765636.43,1369720.0,3100000.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6125,2143,1478767.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6125,2219,0.0,0.0,0.0,0.0,0.0,0.0,66429.0,4278206.68,0.0,0.0,0.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6125,3121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6125,3122,0.0,0.0,0.0,23067.0,3764820.07,0.0,0.0,14791249.75,0.0,0.0,0.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6125,3123,0.0,0.0,0.0,12593.0,697867.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6125,3299,90737.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1262208.87,0.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6125,3315,0.0,0.0,0.0,0.0,187000.0,28590.49,0.0,0.0,0.0,0.0,0.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6125,3326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100430.0,1900677.0199999996,0.0,10770502.98
Moravskoslezský kraj,Kapitálové výdaje,61,612,6125,3522,10825194.23,0.0,0.0,0.0,1560603.01,0.0,0.0,0.0,376175.71,3081656.8,0.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6125,3533,2752641.1,0.0,0.0,2008655.91,0.0,0.0,0.0,6926372.85,1192908.75,0.0,0.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6125,3599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,998486.7,0.0,189273000.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6125,3635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,995830.0,0.0,0.0,0.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6125,5212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,458590.0,0.0,0.0,0.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6125,5511,0.0,52030.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6125,5521,0.0,0.0,6247082.41,7628862.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moravskoslezský kraj,Kapitálové výdaje,61,612,6125,6113,101200.0,715158.4,149286.17,200354.88,0.0,267789.8,399198.36,56793.0,0.0,293267.7,250000.0,0.0
